date,ticker,rolling_sharpe_252d,rolling_sortino_252d,var_95_252d,cvar_95_252d,max_drawdown_60d
2016-03-14,SLV,0.009813959421807489,0.01690714881247928,-2.3738103308829492,-2.9453982583390954,-2.735155795012567
2016-03-15,SLV,-0.030296724957896683,-0.052211749593141045,-2.3738103308829492,-2.9453982583390954,-3.00200010764623
2016-03-16,SLV,0.1002707007149811,0.17352466412832257,-2.3738103308829492,-2.9453982583390954,-0.8005329379009773
2016-03-17,SLV,0.048893517520347686,0.08411070203791947,-2.3738103308829492,-2.9453982583390954,0.0
2016-03-18,SLV,-0.014108224934797369,-0.024293029157367457,-2.3738103308829492,-2.9453982583390954,-0.8575205524366081
2016-03-21,SLV,-0.17311129325469135,-0.2939384591375268,-2.3738103308829492,-2.9453982583390954,-0.6596268390627991
2016-03-22,SLV,-0.24242088364885417,-0.4101091174606927,-2.3738103308829492,-2.9453982583390954,-0.2638519937706696
2016-03-23,SLV,-0.41713576753661685,-0.6921652160986632,-2.408903259000148,-3.0708479946644385,-4.287596471455323
2016-03-24,SLV,-0.4310084636781371,-0.7155183192448471,-2.408903259000148,-3.0708479946644385,-4.8153004589966635
2016-03-28,SLV,-0.4384410390027394,-0.7277766496340651,-2.408903259000148,-3.0708479946644385,-4.617413036350593
2016-03-29,SLV,-0.3714381574400201,-0.6165745205527816,-2.408903259000148,-3.0708479946644385,-3.6939279127893743
